Auditory.mean,Gustatory.mean,Haptic.mean,Interoceptive.mean,Olfactory.mean,Visual.mean,Foot_leg.mean,Hand_arm.mean,Head.mean,Mouth.mean,Torso.mean
1.535627450980392,0.5039411764705883,1.6034117647058823,0.9832549019607844,0.6197450980392156,3.0105098039215687,1.270529411764706,1.7755882352941181,2.040803921568627,1.227392156862745,1.0230000000000001
1.8076363636363637,0.48834090909090916,1.4937954545454546,1.207818181818182,0.5567954545454545,2.8900227272727275,1.1398863636363634,1.5888409090909092,2.1404772727272725,1.4043863636363634,0.9243863636363635
1.687625,0.4020833333333333,1.5273333333333332,1.0960833333333333,0.6062083333333333,2.9159166666666665,1.070375,1.7140833333333336,2.156,1.521,1.02275
1.6209583333333333,0.5356458333333333,1.5174791666666667,1.1138958333333333,0.5879375,2.9830625000000004,1.2561041666666666,1.7321041666666666,2.105729166666667,1.440625,1.0270000000000001
1.5963888888888889,0.40094444444444444,1.3908333333333334,1.2400000000000002,0.564351851851852,2.7842777777777776,1.3196296296296297,1.4600740740740743,2.0655185185185188,1.329222222222222,1.0033148148148148
1.6920666666666666,0.5075666666666666,1.8038666666666667,0.7757666666666668,0.5872,3.2152666666666665,0.9692999999999999,1.8527,1.8652666666666664,1.1853333333333333,0.9112333333333335
1.7830000000000001,0.5123076923076924,1.3618076923076923,1.2242307692307692,0.6279615384615386,2.4823846153846154,1.0534615384615384,1.8211923076923076,2.1633076923076926,1.5804999999999998,0.9136153846153845
1.9156538461538462,0.6636538461538461,1.4436538461538464,1.3015769230769232,0.8088461538461539,2.9230769230769225,0.9616538461538462,1.4378461538461538,2.3605,1.5063076923076923,0.9521538461538461
1.5780434782608697,0.5766521739130436,1.7424130434782608,0.9728478260869566,0.6275652173913044,3.1167826086956523,1.167195652173913,1.8451521739130436,2.054173913043478,1.2628478260869564,0.9950869565217388
1.4353181818181817,0.6664545454545455,1.8555,1.0615,0.5579999999999999,3.4492272727272724,1.4682727272727272,1.956909090909091,2.0645454545454545,1.3225454545454545,1.106136363636364
1.3864090909090911,0.4276363636363637,1.9006818181818181,1.1078636363636365,0.6342272727272728,3.2042272727272727,1.108,2.180454545454545,1.9282272727272727,1.3423636363636362,1.0792727272727274
1.4062962962962966,0.4749259259259259,1.8753333333333335,0.8665925925925926,0.5825925925925926,3.451074074074074,1.1274444444444445,1.8334444444444442,2.015592592592592,1.1772592592592592,0.9278148148148149
1.38015,0.31720000000000004,1.1799,1.23475,0.43204999999999993,2.7354,1.1322000000000003,1.3674499999999998,2.0928999999999998,1.1375999999999997,1.14505
1.4816406250000003,0.410390625,1.552890625,0.916796875,0.586921875,2.9429375,1.138375,1.643328125,2.000296875,1.2926875,0.995328125
1.6908030303030304,0.47866666666666663,1.3368030303030303,1.238530303030303,0.5546515151515152,2.891015151515152,1.2076212121212122,1.6933181818181815,2.3151515151515154,1.468151515151515,1.0509696969696969
1.4962580645161292,0.41458064516129034,1.6002580645161288,1.0936774193548389,0.6240322580645162,3.2882903225806457,1.2163870967741934,1.8863225806451613,2.105258064516129,1.2491612903225808,1.0645483870967742
1.7381794871794871,0.3917948717948718,1.3492051282051283,0.9322307692307692,0.46928205128205136,2.891435897435897,1.1800512820512823,1.5780256410256408,2.0574358974358975,1.2041538461538461,0.9408974358974357
2.0691025641025638,0.6136666666666667,1.365769230769231,1.4404102564102566,0.6924871794871795,2.773153846153846,1.2725128205128204,1.8965897435897436,2.3938717948717945,1.9347435897435896,1.1578205128205128
1.9096896551724138,0.5414137931034483,1.1450344827586207,1.4996206896551725,0.6045172413793104,2.684172413793103,1.126551724137931,1.4995517241379308,2.4156896551724136,1.5655862068965518,1.067655172413793
1.5247999999999997,0.53,1.52196,1.1743466666666666,0.59384,2.940773333333333,1.0425866666666668,1.6849866666666669,2.2705333333333337,1.41148,1.03304
1.5313508771929825,0.43942105263157893,1.5806491228070174,0.9539122807017544,0.643,3.1870175438596497,1.0520526315789474,1.6953508771929826,2.198982456140351,1.228578947368421,0.830736842105263
1.49274,0.59272,1.68756,1.09738,0.58956,2.8434,1.01124,1.7312400000000003,2.09646,1.5744,0.9383800000000002
1.8531176470588235,0.5339411764705883,1.3234705882352942,1.3217058823529413,0.3951764705882353,2.964470588235294,1.543235294117647,1.4930588235294115,2.253941176470588,1.4358823529411764,1.094529411764706
1.4827073170731706,0.5586341463414635,1.6704146341463413,0.8327560975609756,0.5161951219512195,3.122951219512195,0.8255365853658537,1.755829268292683,1.97290243902439,1.2342682926829267,0.7659024390243903
1.4385714285714286,0.4806857142857141,1.7293999999999998,1.0479142857142858,0.6586571428571428,3.0055428571428573,1.1354,1.879257142857143,2.0058571428571423,1.2752857142857144,1.0285428571428572
1.630604938271605,0.5052592592592593,1.4141851851851852,1.1189876543209876,0.6018024691358024,2.855987654320988,1.1927283950617282,1.6215432098765432,2.1580617283950616,1.2688024691358024,0.9277530864197532
1.687235294117647,0.3649117647058824,1.425970588235294,1.0906764705882355,0.5668529411764706,3.2188823529411765,1.5253529411764706,1.653294117647059,2.2535588235294117,1.4024705882352941,1.1260882352941177
1.6059473684210526,0.41901754385964907,1.63540350877193,0.9529473684210525,0.5877368421052631,3.0821578947368415,1.129631578947368,1.7978245614035087,2.166,1.336280701754386,0.9587894736842106
1.4306976744186048,0.5538604651162791,1.5098372093023256,1.1740697674418605,0.6403255813953488,3.029767441860465,0.8243720930232559,1.762162790697674,2.298302325581395,1.3916511627906978,0.8532093023255812
1.7485161290322582,0.6071935483870969,1.7607096774193551,1.2539354838709675,0.7237419354838711,3.166935483870968,1.131290322580645,1.820483870967742,2.201774193548387,1.4036451612903225,0.9971612903225807
1.5018630136986302,0.3254246575342466,1.3792876712328768,0.91113698630137,0.5183698630136986,2.8449999999999998,0.9505342465753424,1.5669452054794522,2.1023013698630137,1.2075753424657534,0.8080958904109589
1.7412222222222224,0.4974074074074074,1.4454444444444445,1.419037037037037,0.6181851851851852,2.885555555555556,1.3745555555555555,1.8127407407407405,2.3017037037037036,1.5068518518518519,1.1411481481481482
1.6637321428571428,0.5177321428571429,1.3796607142857142,1.094857142857143,0.5535535714285714,2.681964285714286,1.0887321428571428,1.7172857142857143,2.244392857142857,1.4379464285714287,0.981017857142857
1.4730847457627119,0.43689830508474564,1.717305084745763,0.7325084745762712,0.5949661016949153,3.250762711864407,1.165813559322034,1.7687288135593224,2.0960508474576267,1.1747288135593221,0.8778474576271186
1.7197959183673468,0.4831632653061224,1.3475102040816327,1.1948367346938777,0.6254489795918367,2.8836530612244897,0.9652653061224489,1.6307346938775509,2.1914285714285717,1.2644489795918368,0.8427551020408162
1.815283018867924,0.5243962264150944,1.5565471698113207,1.0317735849056604,0.5965849056603774,2.835679245283018,0.8945283018867926,1.690188679245283,2.0704905660377357,1.3746981132075473,0.8595094339622639
1.6965882352941175,0.43819607843137254,1.6317058823529413,1.1129019607843138,0.6689019607843139,3.166039215686274,1.1639411764705883,1.7586078431372547,2.31543137254902,1.3617843137254901,1.0068823529411766
1.603116666666667,0.45535000000000003,1.3690166666666668,1.0883333333333334,0.5238833333333333,2.8472500000000003,1.23195,1.6141666666666667,2.1424499999999997,1.3341333333333334,0.9406499999999999
1.57696,0.46184000000000003,1.59092,1.16672,0.47432,2.8882,1.4536800000000003,1.8161200000000002,2.13356,1.3413599999999999,1.18828
1.7197954545454548,0.4439772727272727,1.3361818181818184,1.2197045454545457,0.5092045454545455,2.55025,1.08775,1.4558409090909088,2.2376136363636365,1.3465454545454547,0.9204999999999999
1.6614505494505496,0.5209890109890111,1.4526153846153849,1.1755824175824174,0.5707692307692308,2.703076923076923,1.075,1.606846153846154,2.1424175824175826,1.4260439560439562,0.9008241758241757
1.631904761904762,0.5024285714285713,1.4293809523809524,1.2211190476190477,0.6337619047619047,2.9166190476190477,1.1175714285714287,1.676880952380952,2.3121428571428573,1.338642857142857,0.9749285714285715
1.7004583333333334,0.4568125,1.2398958333333334,1.2711041666666667,0.5740625,2.8887291666666663,1.1212708333333332,1.4801458333333333,2.2163125,1.4071041666666666,0.9845
1.710358490566038,0.4145849056603773,1.3336981132075474,1.1374716981132076,0.5969999999999999,2.8443584905660377,1.1126792452830188,1.5450000000000002,2.248830188679245,1.3724150943396227,0.9222075471698112
1.635767857142857,0.7666428571428572,1.531410714285714,1.0455892857142857,0.7356607142857143,2.926875,1.0675357142857143,1.7162678571428571,2.2153214285714284,1.4351964285714285,0.9426249999999999
1.8064705882352943,0.5123235294117647,1.5197500000000002,1.2591323529411762,0.665029411764706,2.9196176470588244,0.9214117647058823,1.7215147058823528,2.301955882352941,1.563,0.9274264705882352
1.5289782608695652,0.46119565217391306,1.556565217391304,1.0175434782608697,0.5841086956521739,2.9414347826086953,0.9462826086956521,1.8884130434782609,2.1305652173913043,1.3232826086956524,0.977369565217391
1.863487804878049,0.47865853658536595,1.6447073170731705,1.187951219512195,0.6352926829268292,3.064,1.161439024390244,1.9000975609756092,2.219487804878049,1.5523902439024388,1.0383658536585365
1.6944999999999997,0.5813043478260869,1.5873695652173914,0.9193913043478262,0.6950434782608695,2.956413043478261,0.9657391304347825,1.686521739130435,2.2074782608695647,1.3116956521739132,0.8170652173913043
1.7054107142857142,0.5556428571428571,1.537107142857143,1.1415892857142858,0.6717321428571428,3.108857142857143,0.9526964285714286,1.7207321428571427,2.2309107142857143,1.336482142857143,0.8711071428571427
1.705375,0.4076785714285714,1.2148392857142858,1.1818214285714286,0.5327142857142857,2.4700892857142853,1.072142857142857,1.5616785714285715,2.2759107142857142,1.4380714285714287,0.9979107142857142
1.8074000000000001,0.6367,1.3381,1.0078,0.4694999999999999,2.9048000000000003,1.5919999999999999,1.7250999999999999,1.9687999999999999,1.3051,1.3138
1.594814814814815,0.5165925925925926,1.5714629629629628,1.048,0.6509444444444443,2.920037037037037,1.1157777777777778,1.6352777777777778,2.0594444444444444,1.2855740740740742,0.8975925925925922
1.5190441176470586,0.623,1.3577794117647057,1.245558823529412,0.6216764705882353,2.6262058823529415,0.9669411764705884,1.5746029411764706,2.251705882352941,1.5401029411764704,0.9450294117647059
1.5933870967741932,0.6468387096774194,1.7554193548387094,0.9319677419354837,0.689225806451613,3.13,1.0911290322580647,1.7932903225806451,2.114709677419355,1.4536774193548387,1.0099032258064518
1.5983749999999999,0.5448437500000001,1.6201875000000001,1.2062499999999998,0.6471875,2.9208125000000003,1.2399062500000002,1.79990625,2.1388125000000002,1.2761875,1.0821874999999999
1.5757936507936507,0.43282539682539684,1.5720952380952382,0.9666984126984128,0.539825396825397,2.9320952380952376,0.9939365079365079,1.6993809523809522,1.8583333333333336,1.1692063492063491,0.8885396825396823
1.3693695652173914,0.4740217391304347,1.708108695652174,1.0382608695652173,0.5954565217391304,3.3691086956521743,1.301,1.7383913043478263,2.190478260869565,1.0994347826086956,1.1131739130434781
1.7939999999999998,0.5519545454545455,1.559068181818182,1.2629772727272728,0.6507499999999999,2.9397954545454543,1.253931818181818,1.6010454545454544,2.054886363636364,1.4091818181818183,1.0747954545454546
1.7309125,0.4453125,1.6143375,1.2567875,0.5715749999999999,2.9107125,1.2914875,1.7707625,2.2582250000000004,1.5450499999999998,1.0954625
